popularity
35
50
27
13
26
38
58
30
67
42
57
70
21
29
5
53
52
49
63
36
47
67
47
8
39
46
20
0
39
1
50
32
48
46
41
65
49
37
39
39
28
0
47
20
29
62
46
41
55
49
20
53
2
34
0
27
35
12
55
48
58
32
56
20
32
48
60
35
47
56
5
66
54
20
41
51
59
14
9
38
1
49
0
53
4
41
35
27
0
20
57
4
21
85
50
47
51
48
70
24
58
35
20
45
48
23
18
68
35
21
17
2
48
29
30
39
9
33
52
22
86
43
49
34
40
63
65
39
53
4
59
43
47
44
41
0
35
46
37
0
36
44
20
51
42
56
32
5
42
67
55
15
41
52
39
8
53
33
26
43
40
0
38
13
53
37
26
28
43
53
49
55
10
51
32
55
43
37
76
24
28
1
18
67
42
40
49
34
34
56
23
51
38
30
43
61
62
68
58
34
34
7
60
51
54
37
36
70
48
42
32
34
18
55
38
24
39
0
13
77
49
49
9
59
14
28
32
50
23
66
72
48
33
61
43
53
30
51
48
54
46
23
35
62
61
26
50
49
62
14
61
50
27
61
42
33
55
37
37
53
16
30
56
59
74
62
63
66
28
49
17
49
55
26
34
31
59
48
0
58
33
55
31
51
37
40
9
59
44
49
13
43
0
50
47
64
19
57
53
30
35
66
63
29
54
29
58
18
43
28
66
25
59
35
37
52
60
41
19
14
64
54
13
20
30
0
73
33
39
44
57
0
27
24
41
82
7
50
0
37
8
39
35
53
41
39
58
36
23
43
15
38
34
25
17
11
0
60
61
0
66
62
43
62
35
0
46
9
57
13
14
36
9
55
37
64
33
35
30
36
28
46
10
18
24
57
52
32
59
35
58
47
34
32
48
58
58
3
13
63
41
25
30
59
61
5
53
50
8
43
24
20
31
52
52
55
42
14
53
22
32
30
69
41
65
47
70
22
40
60
46
67
18
67
50
22
15
39
24
49
48
50
63
73
18
63
12
64
51
49
52
42
57
25
52
31
30
73
74
46
40
56
0
41
38
52
52
55
50
39
77
30
16
21
30
45
16
16
38
30
41
54
50
28
61
62
54
36
61
56
30
24
21
49
44
11
23
32
27
35
70
48
54
12
57
34
32
43
15
23
43
33
5
50
39
45
76
0
34
41
46
49
41
50
63
8
41
15
10
21
31
57
57
42
6
56
50
50
55
62
50
15
47
76
43
63
69
32
12
20
38
0
52
18
68
63
9
47
45
53
59
12
10
52
9
32
54
1
0
46
65
45
32
53
20
50
18
49
64
60
25
52
19
58
49
19
53
50
58
0
24
64
42
59
48
57
58
35
44
31
55
70
16
33
10
8
48
66
45
31
14
53
36
24
24
0
38
16
26
44
39
59
37
56
46
58
38
31
38
58
38
45
55
38
51
67
53
33
32
26
47
27
32
61
29
63
55
64
54
3
7
72
22
0
46
20
49
58
57
45
22
41
26
54
31
37
24
59
39
0
28
17
38
52
43
45
42
61
53
46
27
64
65
33
33
42
64
60
38
38
29
40
23
34
60
34
43
60
56
31
45
9
60
17
35
0
50
46
60
20
47
42
31
71
14
59
67
61
5
48
68
31
64
57
39
28
25
38
41
49
68
39
58
40
26
26
51
76
55
61
4
46
0
47
38
37
55
53
51
32
31
57
45
22
29
77
8
52
0
47
62
35
29
37
33
60
28
45
25
14
46
24
14
64
54
0
41
18
29
48
55
18
48
29
56
14
51
48
61
34
27
58
28
69
23
22
59
69
54
42
44
40
12
38
42
66
54
39
70
23
46
26
39
56
68
34
52
48
25
26
56
59
20
45
51
43
55
26
44
41
4
80
27
20
39
49
49
60
63
46
65
59
13
27
67
49
28
38
44
44
56
65
43
61
22
70
29
39
45
63
5
58
68
66
65
52
31
43
8
85
51
58
18
54
29
30
62
49
35
53
60
71
31
58
72
51
48
53
49
28
35
36
24
15
48
47
36
55
38
60
30
12
22
36
55
41
65
21
54
52
53
38
69
38
23
55
3
41
10
52
10
50
40
51
26
25
40
57
40
32
72
41
42
44
41
53
43
46
39
82
27
48
23
42
50
41
35
52
35
34
43
59
20
39
52
53
56
29
39
37
43
33
53
52
18
56
4
66
39
55
29
61
67
53
61
36
50
45
38
39
63
26
40
32
67
54
26
32
67
48
61
30
77
37
60
73
58
23
0
67
39
29
40
1
23
10
37
22
23
55
32
30
13
53
49
57
24
25
10
44
44
27
3
56
62
25
40
26
57
44
65
55
45
17
48
41
36
30
37
24
42
24
58
52
52
21
28
59
59
55
61
51
23
33
12
56
33
3
26
65
46
35
0
42
9
47
60
33
21
35
49
64
47
23
62
47
51
44
6
58
44
53
30
43
51
24
55
55
29
8
23
60
43
30
20
0
25
40
53
4
60
26
19
9
46
63
75
24
47
70
33
44
17
49
14
56
58
21
84
51
59
49
70
42
66
50
35
26
54
43
25
25
63
50
24
54
53
36
3
46
46
40
45
62
35
37
36
29
58
59
24
33
24
49
45
43
43
32
58
55
32
31
5
47
42
55
48
55
6
5
52
71
61
36
50
59
55
53
64
47
68
12
59
49
49
22
18
35
65
1
52
21
27
36
58
24
16
60
53
69
55
25
48
33
29
32
47
38
68
65
0
34
0
37
37
61
49
17
3
14
38
43
19
52
55
44
53
52
51
57
37
31
49
60
58
33
44
57
48
16
33
43
18
34
14
19
77
68
70
55
24
36
74
42
53
53
21
81
5
2
36
65
47
25
51
48
63
50
75
18
47
39
73
67
52
21
27
61
40
52
69
68
46
49
28
0
10
62
22
30
55
26
62
59
27
57
46
13
47
40
1
44
76
38
58
18
25
3
13
9
50
32
24
31
63
36
54
44
14
49
35
38
59
25
44
0
33
49
62
23
15
40
67
29
43
26
2
61
50
23
35
28
23
33
47
21
28
55
48
35
43
43
24
42
30
29
0
40
20
65
14
48
24
52
62
70
48
12
34
33
53
58
51
3
23
34
70
68
59
30
11
56
36
64
12
48
37
23
63
34
44
50
29
14
43
51
31
42
58
6
1
43
19
50
56
19
48
38
52
23
35
49
18
26
32
24
52
32
40
47
35
53
54
39
56
51
58
0
14
64
0
25
62
