,popularity
88304,52
188705,20
61353,53
199080,38
152825,66
132473,32
73493,0
65683,44
215021,46
71077,35
31545,23
134434,30
84713,43
107020,5
174071,15
61025,51
104234,0
170339,22
206514,26
118371,58
8047,39
121904,48
6593,47
47489,42
122980,50
201232,35
210563,41
142598,54
107262,8
154551,58
107964,81
219299,31
110812,67
149935,60
229165,38
203284,29
137480,28
109658,73
147059,49
117522,57
139388,63
77621,65
21717,43
110127,66
185182,32
178495,35
156665,47
138346,25
214433,58
120055,52
37720,30
23398,53
211600,11
109883,78
147067,45
43156,54
199264,42
151007,61
15302,68
3652,43
68519,63
92237,51
153940,55
122793,47
100549,50
141907,49
92105,47
101399,46
13197,40
20161,52
77609,67
206613,37
123203,49
35574,27
223710,62
51462,28
8063,37
126940,33
104917,60
66886,72
174098,15
181111,29
163930,28
169762,24
71128,26
95924,55
219935,21
211954,10
27462,49
97480,61
104212,12
91732,52
45361,13
63300,48
186474,22
121516,55
16746,56
115766,66
150836,65
46620,40
119281,54
134850,25
2778,58
187900,48
92584,50
73291,2
86792,45
74055,0
65588,37
138792,28
40998,64
137590,39
207134,28
44676,49
203187,34
161890,31
156519,60
23010,43
46080,52
205119,6
152446,77
87609,76
139148,71
85509,48
194410,8
170102,25
111795,78
125575,42
128184,32
135892,25
41261,61
221758,25
224272,57
62266,53
171701,23
218453,29
41356,63
181093,29
3868,39
114501,68
98147,56
45419,13
127323,36
94924,60
41398,61
149762,61
194209,8
146823,55
154754,59
97773,59
142567,52
149822,66
196586,43
159686,38
82114,7
179641,36
105569,7
171508,20
81653,11
67490,67
208877,43
2319,47
10536,48
200517,39
181937,43
100844,56
38681,32
103002,63
196154,0
37774,29
152433,71
153801,55
20845,50
61110,50
54729,61
31043,25
217679,31
129079,25
30878,24
229350,45
227210,44
113536,62
170610,22
5208,49
42927,49
224451,64
212766,62
155193,56
171615,20
199645,40
227059,51
53054,22
3211,56
221742,24
99746,55
111478,68
209801,39
105162,50
70967,29
196057,13
221576,21
160688,40
134819,30
162767,28
80791,6
136396,34
98617,54
94189,60
215253,57
155534,54
91343,44
120765,53
231376,49
211231,32
66929,75
145228,44
35420,21
40687,69
169677,24
102370,46
155051,54
64818,41
120609,60
162676,34
104223,0
51926,32
50741,31
83773,52
186709,21
176469,40
26147,37
175793,12
55914,1
7267,39
185172,32
37411,35
229228,40
113982,66
142890,64
224062,35
213234,58
183620,32
153706,56
75972,0
36456,35
224579,61
159676,40
90814,49
63871,41
216566,45
227288,49
74174,2
916,41
63935,55
212581,64
161939,37
150584,62
74190,0
139866,58
210760,34
166096,82
52920,25
94447,68
30337,23
11715,45
200244,33
19724,52
11329,41
40977,59
206696,19
77010,0
163971,25
109856,73
216037,44
119045,62
189390,21
2305,48
109226,71
180477,41
80466,14
83186,46
73365,10
209299,42
158317,58
50439,34
157008,38
224304,59
9685,44
103382,49
6385,51
109294,71
35609,20
40603,67
79534,19
120934,54
132521,43
159117,48
222615,68
131714,51
104335,0
179024,37
180868,38
60478,50
1351,63
14851,60
171322,20
137359,24
75029,1
23321,51
140871,58
142307,48
75459,0
78144,67
119598,55
124558,38
113106,64
146432,58
129137,25
229508,40
223958,60
67514,69
158790,47
224560,57
12400,47
139602,61
123538,52
191271,39
106870,10
6181,49
46985,44
88098,53
61169,48
200243,32
223336,65
204818,26
157877,34
129898,40
218569,31
985,43
77691,69
176325,40
120746,51
223021,68
162961,29
223391,72
150091,63
91741,42
207401,55
214883,50
74683,0
84028,52
198831,45
14334,67
153692,62
158839,46
32876,26
154305,50
19821,50
164185,29
47802,40
145823,54
95709,54
146062,54
48257,31
46467,52
139706,55
32150,19
110320,65
216139,45
92153,53
223471,65
65813,43
18816,68
46613,42
118942,56
171800,20
125145,35
193451,54
59331,19
73548,0
193363,63
64532,41
40826,61
12846,45
200909,34
28241,36
109400,73
201017,39
49000,39
200994,40
9640,50
45878,59
60405,56
82677,4
24765,42
169505,26
73745,0
74369,0
154678,52
124728,3
152452,73
108536,71
184437,11
149953,67
231795,52
132705,38
168592,29
156360,57
175786,10
150349,58
27719,46
143526,51
161191,34
61602,46
171318,20
112527,70
207982,47
75382,0
137809,21
85585,41
202568,29
35127,11
201441,35
129787,30
95710,56
11767,41
44042,47
103943,52
97240,54
162491,28
15816,57
69432,58
45565,13
46122,52
108709,73
172128,20
60577,57
138332,42
138811,22
202293,35
100793,49
5113,58
61323,45
32128,23
163213,32
190447,22
148171,35
58774,25
65623,46
48415,33
229519,37
146746,53
44250,61
54146,62
222980,72
226738,47
1528,61
164921,22
176097,41
91700,49
24489,42
136573,22
120689,57
30357,30
102148,44
15085,64
32980,21
73659,0
106224,6
21508,49
142556,46
120723,54
166918,74
35387,13
38264,23
178868,37
12646,43
9099,77
80445,11
150087,65
2103,41
222700,60
213466,55
160693,39
81890,13
67400,67
106459,6
184014,26
146607,46
143695,45
189307,21
201515,35
36328,31
81228,11
194588,5
2510,57
151328,66
186468,23
39396,38
146579,49
92407,51
176663,34
39669,29
151940,54
136352,26
226294,55
72314,0
7500,36
128448,50
32181,18
70539,56
74489,0
130935,26
208423,45
23126,49
191064,22
217139,36
17378,58
39478,32
202304,38
132269,33
88067,55
229871,40
113689,59
40070,33
42919,49
20012,52
43755,48
216988,43
87377,74
150846,68
85265,49
21266,52
173098,17
217775,27
174489,13
7801,40
136751,29
65630,44
32258,27
181711,36
95701,54
75190,0
36932,37
166617,68
94304,58
145076,45
94053,66
211898,11
7594,38
197771,53
222909,60
59989,49
48759,40
120206,55
215478,46
117512,59
83413,46
147650,46
81047,12
217721,28
44512,51
192151,65
7458,39
140547,64
191448,19
29707,25
16366,57
32695,31
85468,47
49975,30
42982,56
72610,6
181958,44
218666,34
182659,29
30138,34
214251,52
39,0
46355,49
2661,60
157672,33
54349,4
231230,37
71310,33
35531,14
199876,39
211812,10
104488,0
84672,54
190656,17
108153,79
119223,53
140431,52
62895,45
116549,58
35072,15
91976,58
211940,10
150134,60
119923,54
182748,31
93685,64
229090,49
107052,9
104771,15
231839,48
117442,55
138550,22
132954,30
126681,31
214720,49
111615,75
38117,41
78932,59
24693,39
31237,24
137420,22
33056,20
203638,35
188812,26
139910,51
225521,59
2954,65
176920,35
104554,0
137454,23
96044,57
155365,51
232189,38
109999,74
24225,43
177171,39
145608,58
209348,40
138671,19
135171,29
163011,35
183602,19
139458,58
165648,26
86098,40
187094,29
210325,44
184200,10
178159,43
152317,80
97206,54
158526,47
121571,58
8021,37
83576,44
157748,42
2295,47
104965,0
39785,25
67247,70
28483,29
122069,54
36873,38
70644,58
26748,31
223317,56
8575,37
170534,24
209241,37
36264,25
170097,24
84849,51
24569,41
204542,23
72524,19
108971,73
40636,73
139412,64
37791,45
167722,37
187935,24
118998,55
88252,54
174266,14
49654,38
173598,18
232443,41
196557,33
34551,17
98418,57
211465,10
2594,57
33482,16
80745,10
58183,31
209051,44
194645,8
136764,36
27611,44
134008,40
198383,43
46738,50
75212,0
6944,38
3434,54
219403,38
70998,32
55831,2
41001,62
125000,2
9449,49
115036,65
61756,50
56766,65
170746,22
114200,71
84969,49
203088,30
130138,30
123145,49
153344,54
3726,43
204963,28
31714,21
97833,42
182858,24
114964,65
205087,23
41033,73
116908,61
62128,50
112957,70
215753,46
63899,52
82888,8
218376,31
76677,0
168257,34
199170,36
213025,59
77763,66
76012,0
42551,55
103113,45
39025,33
27054,37
141463,57
174186,15
103000,44
181187,38
94836,59
42722,50
166434,73
100743,48
175730,12
205504,29
218657,28
32828,22
25113,44
12066,41
226018,62
42602,62
206603,31
155904,52
26737,33
23401,45
121955,48
31056,20
77194,73
26618,38
57138,62
207575,47
169302,33
135855,47
63894,45
91129,51
28107,42
230307,37
113427,66
118350,54
137448,27
129311,22
24779,47
71837,23
33641,17
147595,51
180775,37
81126,10
40211,43
115861,61
13951,72
205879,22
226705,49
119568,53
49475,28
221301,25
51974,27
205893,30
174601,15
158943,40
161970,38
7032,38
214590,50
147724,46
11727,42
222071,63
192003,77
116857,73
36096,39
186807,30
199113,46
111711,65
217419,50
129734,0
209487,34
91173,49
227713,45
57343,57
121151,48
63253,43
51303,32
110711,75
41295,60
83229,49
147998,46
189317,40
187179,28
18507,48
110171,69
158245,59
53693,34
122081,49
145579,59
69985,72
228047,53
81495,10
80835,18
196129,0
126765,33
10135,46
82049,12
157914,29
208045,47
99734,54
83973,45
4773,52
40930,63
105917,8
55123,58
156609,54
199458,49
199697,39
77521,65
108701,73
4586,39
217970,33
135854,0
22022,51
212309,75
19003,57
1023,41
81093,12
156701,43
155757,51
168226,32
211164,34
113595,60
11433,54
155023,58
172337,19
225633,59
149888,62
137668,21
211656,11
228809,37
44658,46
199263,40
206325,28
141576,46
25308,42
158627,51
107135,13
163194,23
51140,36
65217,37
165829,20
228846,49
218061,33
186705,32
113762,62
142379,51
66205,44
152872,65
44334,54
113364,63
84594,48
210785,30
204217,34
217495,37
51424,25
82252,11
55267,56
7558,37
53397,36
14773,73
111460,67
198393,38
118735,53
98083,60
231807,30
166262,72
67019,75
120659,49
86160,39
185629,29
138016,20
142433,53
192785,61
58108,31
221133,22
144739,50
210611,40
19189,50
223442,61
43889,62
9821,52
213921,54
130950,23
36602,25
122449,64
129476,21
50715,24
75466,5
114865,68
83522,50
36457,37
18549,47
81229,16
16737,57
85174,0
119230,54
38684,28
142761,53
76480,0
96062,53
198590,44
22992,48
195236,0
124578,31
44398,48
203949,26
26660,41
54583,0
168417,32
129927,34
44572,52
102328,47
30349,24
73733,0
69773,58
167363,49
165895,35
159179,44
144869,52
75066,0
230275,43
92219,60
113381,65
62840,51
169161,26
111696,69
143416,48
49716,31
140848,51
3534,57
153009,50
200310,34
29539,29
22401,57
218275,32
192471,56
12408,44
150821,57
160822,37
41658,63
151438,57
56713,59
107634,6
200318,40
60217,48
14907,63
208596,44
182055,43
90768,53
84823,46
150013,57
59246,24
30038,28
142730,61
184944,27
161358,36
36006,8
8714,36
111613,66
166641,67
94342,59
169747,27
25415,31
147970,46
57409,52
186911,46
50547,31
46427,45
95162,64
111416,68
227025,49
14400,62
204045,32
169923,24
5660,49
179574,36
47734,44
169237,27
217413,29
230891,45
157186,34
165685,23
111186,67
230361,39
215296,47
173037,16
76892,0
140394,51
162408,33
140258,51
61651,50
140183,58
9994,46
150608,56
57826,31
107517,2
18329,54
218180,34
197114,35
152955,61
63943,44
229800,43
202771,30
200113,41
133713,40
224880,60
107493,7
42888,49
107012,5
28721,32
229492,48
218067,28
162044,33
159009,53
145809,53
104305,0
177703,42
89340,52
23540,58
46876,47
88359,55
20038,63
66096,44
138263,42
108794,72
99754,55
22915,53
113645,62
16468,60
25628,42
188571,26
201197,33
163856,27
127812,37
216663,46
138562,28
8362,35
64915,44
320,0
100384,47
72975,4
62478,54
194352,8
181416,33
60551,58
36448,29
195277,0
107439,7
106690,4
225869,62
59046,23
57282,55
167815,35
182347,37
166279,73
33788,15
173006,17
26122,34
81214,12
42491,65
148662,43
79026,53
177581,45
82513,7
111934,66
206021,20
226449,59
192405,59
68777,64
65004,39
147963,42
208598,44
143488,44
90036,53
4595,38
192073,69
16147,67
168300,36
4327,40
130366,25
44310,48
74047,0
57082,54
30267,26
88602,56
187367,27
142686,50
192928,53
65855,40
19713,56
160199,37
114902,63
71368,0
20715,57
199969,40
147865,42
73071,2
174745,17
143810,50
123282,41
86127,45
7324,37
193777,57
99696,53
53010,27
104374,25
37050,30
22918,55
86086,42
201852,35
171363,23
220056,21
99058,46
11534,45
227763,47
91930,54
88095,53
35288,9
1782,58
65918,38
222443,66
189047,21
60694,51
62351,52
183928,30
6082,52
35584,27
121350,51
77988,62
76825,1
128784,31
142780,49
34097,15
139589,57
102751,49
192896,59
3015,55
25404,39
45427,11
118946,60
46088,53
176495,35
95251,57
160718,36
122580,65
24050,41
168461,31
43811,51
122330,51
138012,20
12443,44
31554,23
128459,35
152711,66
141349,53
1916,62
43445,53
165320,25
193710,56
90865,50
206176,24
56378,0
189955,17
112879,67
21525,50
202035,34
6607,49
84342,51
148061,43
194237,5
98974,59
89148,53
6937,38
145646,59
83668,54
197959,46
28673,31
224610,57
142283,49
143282,47
25240,32
32229,24
49718,38
210462,29
129498,25
146628,42
66437,39
3839,39
145789,56
154074,52
229609,48
180735,34
11049,56
7027,40
161980,24
169544,26
160874,43
42134,65
9160,49
152014,54
216271,43
167299,21
120884,55
156912,51
47260,40
23862,50
193387,58
143631,64
232481,40
152070,72
82736,11
176757,19
207577,50
39496,22
121860,54
83950,48
208271,55
73531,0
197303,37
45643,68
41837,66
67089,71
219822,26
82052,7
40356,34
108592,77
201411,27
67600,67
159415,36
151286,57
189424,19
57991,33
104946,54
12863,42
139653,58
44043,48
184737,12
125745,38
115230,61
185022,31
97513,61
225360,60
139813,53
52910,26
118530,56
147093,50
58168,22
69544,62
129714,22
73505,1
225207,58
210159,47
155294,48
106025,12
110111,71
78023,66
66123,46
103150,57
26347,39
148119,46
194421,11
91117,53
228229,57
12753,42
194186,14
225970,54
173864,17
196884,45
200101,41
113735,64
88134,56
204633,24
230689,38
14391,72
57647,0
27175,39
226546,58
221353,34
774,44
199512,32
197897,50
41064,62
25097,40
118133,55
223772,60
39687,26
126961,37
52721,25
169545,26
66530,40
57930,28
106784,3
206458,23
131409,42
9047,90
4293,39
22995,51
11558,44
189242,20
215686,44
58939,21
168952,27
222517,69
179816,39
220960,25
66227,41
30398,49
132085,39
141842,51
20045,44
159747,43
97329,56
8899,36
14091,73
51425,33
96676,53
162534,32
97169,53
221672,33
228314,43
147869,36
83371,43
166719,69
121551,58
11970,41
185290,25
216247,51
41609,58
208871,37
21971,60
133144,42
198284,48
185909,30
30685,25
5673,48
199437,34
89992,52
222149,69
10063,44
75781,1
21058,58
63346,48
151235,62
65512,44
132761,38
202173,43
163742,17
223523,65
213070,63
126904,34
105320,47
24989,54
228453,54
7130,37
146820,52
192107,66
116567,60
45671,63
14793,65
184910,32
29341,29
51167,26
152535,71
183624,15
68052,65
116451,63
215883,52
103294,53
79821,9
75343,1
73193,1
102695,47
57926,38
184365,25
174399,18
2830,65
61245,48
15441,57
186825,24
43660,48
223284,56
27663,39
35490,17
88904,53
214423,49
39676,37
38037,24
132155,44
44587,44
157640,38
195155,18
52730,35
98813,52
91038,49
16195,66
131444,56
206456,31
164703,22
60170,17
78977,56
160057,44
34565,21
48116,41
149204,58
217663,30
36610,25
82656,12
110270,67
179315,29
162642,30
72686,8
227596,48
90474,53
176888,38
126272,32
218431,43
229985,40
228871,50
232258,41
218800,22
200009,38
220001,27
180160,32
77269,72
97058,55
104651,28
89799,55
174968,13
90193,66
116886,57
129417,32
165720,24
52436,35
48130,32
44848,48
193268,56
44576,51
130588,28
107341,13
169224,25
25545,34
182073,35
137939,31
207659,51
99749,50
132816,33
41342,70
182363,35
169881,25
124199,37
65661,40
66142,57
230968,38
4440,38
118555,53
203640,26
147318,41
72046,24
230587,43
83097,14
104409,0
77182,73
188155,22
170658,23
99127,53
83569,49
96386,57
33338,23
106215,7
88137,54
118077,56
76742,0
119603,53
98282,64
70751,55
56890,56
230045,46
74881,0
105414,15
116023,61
126599,35
121039,54
212677,64
125350,39
215026,55
145342,46
218718,4
8550,34
157809,43
57031,54
179352,32
103425,45
47061,41
126344,39
209402,35
92906,80
62963,33
52067,23
75857,3
6666,50
56751,56
201167,38
5622,48
163481,29
224316,56
208798,43
75999,1
214228,52
155437,54
20990,51
209223,34
210921,37
43715,50
67642,67
191376,13
210496,38
206463,25
177894,43
199785,40
175989,36
182295,32
140071,54
38256,36
111180,67
84862,45
126678,38
100984,55
90187,50
182120,40
157659,33
78709,58
48995,35
126031,39
58122,27
11870,50
38402,42
224730,69
73221,8
158395,50
197553,64
227582,48
178505,45
11814,42
133107,36
15949,63
47226,41
44895,47
170722,22
782,51
67826,68
112173,67
16110,64
165825,26
160406,45
22056,56
5484,51
20455,19
117310,62
97368,54
49613,39
38424,24
81092,11
43331,51
232422,47
13843,75
40873,65
94170,63
73521,0
142937,49
94345,61
159701,41
213691,68
200575,46
107180,10
76061,0
121406,51
144222,48
142277,56
231594,40
224484,57
167944,34
32683,22
120821,54
218238,36
138827,33
217077,28
18769,47
126931,31
160919,45
24090,39
79259,61
126026,42
228502,50
224081,67
222972,58
208866,42
73857,0
231600,48
31001,25
165857,21
20809,50
120277,56
149041,38
66099,39
208153,46
184490,16
8119,35
19110,54
203289,25
34113,17
61796,46
232103,32
209149,41
183842,11
207351,58
45820,56
161267,37
144624,45
35230,31
180136,26
229955,36
228805,40
182927,28
213409,55
44739,47
87427,73
12178,48
26366,36
78924,64
171623,22
207717,46
95249,57
60662,49
24116,50
75215,1
186577,25
89092,55
102737,54
2187,41
126359,27
43439,61
49683,30
101887,56
4029,39
196596,43
49176,38
20814,55
12528,41
227109,49
166831,69
124747,5
82829,7
20607,52
50996,33
223704,55
196879,41
230570,42
183684,20
96721,51
69165,62
48481,35
194489,12
177266,40
176063,40
204886,25
83872,45
61288,49
208306,46
221757,35
132018,35
228969,44
177977,37
39371,38
39364,30
166163,77
144588,45
109736,68
57214,53
74230,0
119559,63
149609,62
143432,55
93793,64
105434,15
80286,12
73213,11
141128,55
213136,57
178027,31
169915,24
15522,60
18060,56
218108,35
97804,42
17625,51
32785,19
178190,37
197716,45
212002,10
219484,33
34557,10
98891,49
45232,11
229581,42
112972,67
162926,28
166620,65
163674,22
188959,24
172964,16
20653,53
124493,44
4855,59
50126,35
127207,34
174801,13
24822,34
220435,27
172183,18
1928,61
228260,51
152283,75
227389,59
97710,58
81336,11
124098,49
65657,45
191235,17
229929,52
39403,24
221531,27
4481,38
45630,7
82276,9
86664,44
160864,42
152866,64
95151,59
797,42
216928,34
120978,49
124911,43
2910,55
16996,62
218340,29
128791,23
72998,8
184247,25
94089,64
94901,55
66778,78
113180,65
165315,24
205792,25
205195,25
98289,55
125033,41
77386,67
82387,14
97140,53
108058,85
225178,58
224783,57
17999,52
59234,27
62194,46
46643,52
57915,1
122475,60
133116,32
19665,61
92222,48
119319,52
118336,57
67610,64
151963,66
224851,61
66474,40
97955,57
143167,49
210110,34
217232,36
145836,60
210408,23
103102,49
44803,52
198011,49
58242,34
179904,28
34798,15
127164,36
110909,67
133169,32
128326,30
197836,44
24317,39
28854,28
192606,57
139175,75
117132,58
69227,60
106193,2
152300,77
149177,67
100605,48
84545,50
193303,54
66535,43
211988,10
193205,61
205206,35
8855,36
220294,31
156683,67
107948,86
10358,43
51862,27
72156,15
144091,52
55894,2
214543,49
55848,0
220974,30
75505,1
22855,53
226154,54
88189,57
169605,24
200325,36
26769,32
98788,52
85329,44
143206,51
64637,48
220693,26
203614,33
157509,36
58243,30
182216,36
129478,25
157557,37
58478,26
146438,53
189104,20
22790,62
162696,31
121738,57
75058,0
20851,50
196366,0
109724,67
131552,46
131711,36
223687,63
43592,51
192575,53
120169,55
68857,66
67434,68
89328,54
165205,29
225185,69
41523,60
194176,8
54913,56
173857,17
211162,29
202707,48
24621,38
218818,24
167543,44
216245,45
163569,31
182543,35
199687,41
225449,58
169506,26
102160,54
120837,52
44243,47
14162,68
27206,51
85433,41
151641,55
166576,76
67995,73
177104,37
51138,30
186578,34
162723,37
21292,49
106091,5
148764,49
181922,49
225041,60
217228,31
162763,29
21622,47
218432,30
104269,0
138582,28
158468,50
151288,58
181944,44
35592,15
195269,0
230167,46
124167,48
99354,56
186294,36
26187,35
86319,43
163649,20
208427,42
71066,30
232142,41
46872,46
35871,10
77123,78
125232,38
148397,49
88318,60
227001,54
83985,45
35492,16
125572,37
201025,36
230785,48
96545,51
122333,52
110241,69
58413,26
34810,20
80383,16
194007,12
188785,18
182121,40
195864,0
207598,49
220257,26
195923,11
113505,68
127226,35
167770,35
222249,61
24531,45
43078,57
70230,61
31098,21
98243,60
22378,64
57106,62
199035,38
109976,68
232257,32
182418,32
155164,55
86900,41
153659,59
84212,43
109557,65
56734,61
134335,30
94672,60
207348,54
1503,68
31167,22
93099,71
138758,25
166606,70
160323,43
40849,64
30661,22
8766,33
13173,47
206939,24
102515,50
225810,51
31637,27
50306,36
227390,47
29743,24
88809,61
179535,34
142261,52
72644,7
185517,50
33466,19
34711,19
113480,60
189834,16
78555,58
181559,44
130842,24
139502,60
113338,62
211895,11
32064,22
15258,65
13826,77
2115,40
24007,37
63322,41
157700,40
33272,21
193755,56
137434,32
155465,57
126654,1
20735,49
175185,13
177342,38
102682,55
6440,51
117238,61
107010,9
190017,16
176346,44
11664,47
152039,59
72084,21
14952,73
50864,35
48830,32
74569,0
221266,42
104861,28
145828,63
187313,28
173648,15
49749,38
118965,63
15377,60
190844,21
43158,52
103764,46
53277,28
86721,44
178488,47
143168,44
119070,58
106490,5
213583,58
189924,16
104851,62
68237,66
135283,28
92763,45
196024,0
184903,31
132637,43
187985,23
27250,42
148997,48
10354,45
195613,1
45951,52
218971,28
163462,26
182167,37
179411,34
6808,47
52948,33
226185,58
167232,0
224888,58
176459,49
45585,10
203980,28
34352,17
87240,76
217256,29
183115,24
135621,26
16846,66
38584,28
180996,32
156640,71
72979,12
76452,0
214029,52
1481,71
42178,57
96833,53
207437,51
10734,44
40967,70
231715,37
55639,4
141194,51
81112,10
225500,58
117620,60
144434,43
89038,53
185159,30
149630,65
62162,49
53799,28
162440,30
23873,39
149921,64
63523,52
94751,57
42416,56
93157,72
208628,42
1910,55
187288,29
44582,47
105009,57
98154,62
158603,56
232648,37
102347,51
66774,78
15153,65
119643,51
42254,52
105430,14
63460,52
161969,37
20497,51
206958,25
3631,39
45506,11
144907,55
175621,12
28057,40
99927,50
51977,27
12020,46
40098,32
62347,48
179976,34
221141,31
128814,32
203388,27
108420,79
46012,48
47678,32
2499,54
62623,49
122113,53
73334,1
201464,30
165428,19
46616,42
80150,16
188906,25
45294,12
38022,28
22307,53
169070,28
208379,54
67835,68
116151,66
136520,39
51309,27
204362,39
211355,11
211095,45
75894,0
103626,42
27947,41
124154,49
232289,42
65489,53
15730,65
90348,47
162688,30
182689,30
172526,19
199416,41
59642,50
136471,26
138966,82
32726,21
195123,22
32898,21
186267,28
47361,39
179132,36
112157,68
118629,52
28533,36
69843,59
87015,85
39727,41
82940,13
207884,48
172682,21
67710,68
12834,47
158357,52
98397,57
76348,0
229926,43
208467,43
112966,63
62149,43
40633,67
165452,21
129462,31
73761,0
36706,43
105308,0
209251,35
13409,42
205437,28
162609,29
183151,20
161922,25
60287,52
159962,42
44056,46
224520,66
143346,44
75783,1
205153,25
206409,25
155971,51
131356,63
18798,58
82262,12
214999,48
94778,56
101469,49
69831,64
42543,62
81404,15
81478,13
199077,36
192823,55
169290,27
229049,40
168162,34
191408,26
145960,51
206069,28
111477,66
74224,0
33053,20
31299,21
127206,28
51540,25
202522,28
191517,19
226552,56
174815,14
7311,37
179739,36
164322,25
11671,41
185975,25
139280,68
74964,0
89548,56
74750,0
201680,37
224374,64
10341,47
105314,47
203592,35
145923,50
101054,51
148881,49
596,10
230601,41
10450,49
201868,32
186217,22
40911,66
211448,10
199492,36
184727,12
165384,21
207175,66
179874,43
146148,49
63932,47
161245,34
11685,52
154126,55
172873,16
131296,40
24098,37
159012,49
207412,61
212821,62
203106,32
186049,31
110302,73
13478,36
176710,38
1573,66
134351,32
131010,50
396,1
36051,35
146493,50
173468,16
65124,47
122547,62
73491,0
79141,60
187044,22
116918,58
212535,66
189892,16
13825,78
41650,54
18564,54
193858,9
158739,49
25418,31
59993,53
69546,58
47315,45
169903,27
226012,53
174166,16
173995,15
175812,13
51241,30
68632,65
174045,15
166519,71
183046,26
99607,0
19472,54
63903,41
69792,57
20051,54
71410,26
98900,57
160142,35
200734,35
213369,55
40494,78
123028,45
111820,69
124196,41
155564,58
216999,30
227047,54
94026,62
62950,36
95466,62
34151,15
194068,10
227022,47
163896,17
126923,36
35136,22
120009,55
6343,49
191166,22
172162,18
190443,48
58206,32
212969,60
63075,44
175953,34
55197,60
5183,53
212465,69
125695,31
202475,34
145446,65
8652,37
104465,24
88079,52
8486,39
90466,55
184000,14
89431,58
60901,58
188898,21
167175,27
103659,49
133845,37
2275,52
39479,33
23114,43
95498,57
87753,72
127754,37
214036,51
133266,34
192547,62
134197,46
48922,42
176229,38
107705,6
86581,41
230963,42
231682,42
211406,12
29488,35
143495,50
215079,49
96529,55
145256,47
35153,18
153861,54
101476,51
101038,61
149188,66
141355,53
196339,0
48343,30
140991,54
35878,9
230212,43
202247,26
34694,0
81834,13
119932,58
106752,8
226437,56
7867,36
103423,43
175510,12
75023,0
99286,52
24218,50
85291,40
51402,33
90115,52
132173,32
51065,28
162818,30
181043,31
7953,37
130323,24
224409,64
195375,0
193680,48
206013,31
17332,61
88410,60
225056,68
173141,18
167442,44
155230,53
191620,17
39120,35
143031,57
148199,39
30697,46
41469,63
81451,14
109971,68
20827,45
121347,52
26775,37
205030,32
177223,40
195180,6
5481,50
75895,0
71054,25
107054,6
109990,71
44650,45
150474,60
232290,43
13931,75
72915,5
3071,55
99759,51
177493,36
186786,23
137016,31
101916,53
162300,33
42261,50
121184,59
129050,34
163558,32
29424,27
200991,39
6329,56
19663,60
149814,61
88646,58
197423,39
231108,37
150397,59
89308,52
132982,48
55654,0
206632,22
45388,24
98161,56
91249,59
181454,33
97725,56
116734,61
74748,0
208749,44
169938,25
129038,32
27451,48
93343,63
997,47
212706,63
132639,42
58526,26
62503,44
205834,27
175405,13
100401,52
24356,44
100156,53
208513,48
145947,52
170846,22
55656,0
51475,26
107199,8
25728,57
65296,43
84298,42
214113,52
212900,60
9100,81
16786,60
175063,15
164752,29
29276,34
142753,57
194442,15
227247,50
182440,29
19857,60
160775,33
217347,29
2702,57
117415,64
118162,56
196989,42
172165,18
85263,46
81607,13
199821,40
157182,36
96900,58
113509,62
60470,48
21015,49
40249,23
206410,25
72394,11
156529,55
147077,50
191234,20
181502,37
184895,29
143991,55
127327,39
69100,60
139778,64
102186,50
133865,29
53690,32
34904,18
40815,64
204114,36
155223,55
29562,36
111625,62
67742,66
32052,24
38671,24
64227,42
180615,31
39688,37
188888,17
25607,39
142314,55
57591,4
79791,15
186537,32
211552,12
72228,14
206093,21
179135,38
99894,52
100703,53
2642,59
228227,50
171062,22
32021,20
202077,27
97492,57
224606,56
2893,56
165622,29
168897,28
139437,60
163729,22
191538,16
105794,4
133307,33
104932,54
89662,58
229063,51
50133,32
44706,45
171904,20
17485,50
119610,54
90767,52
146685,0
211308,11
61149,48
122249,55
50744,28
130330,26
63852,52
81894,4
199181,40
93444,68
199422,40
56570,58
35448,10
69293,57
50716,31
158364,53
155478,52
132913,36
147843,39
158953,42
123416,0
216354,45
218254,29
52371,31
172199,18
123276,47
13294,50
34889,14
89821,56
140541,51
55459,0
2160,41
219036,35
214305,51
188605,17
232456,44
50966,35
11944,48
182136,35
187195,29
18834,58
24835,37
129422,22
133253,31
45960,51
188691,38
102130,50
223787,60
53356,26
171595,22
174142,16
100586,54
48171,35
219679,33
141628,49
94215,60
38458,35
19469,49
76637,0
3216,52
94427,60
60676,53
55882,1
93118,67
47495,39
52908,28
30784,26
130167,28
170803,22
219411,32
214193,51
172849,29
62035,51
228107,45
43761,47
29654,25
140139,51
25931,39
15159,66
114466,66
111709,64
163420,41
199680,32
78804,62
91945,48
62134,50
79293,61
72809,5
59697,57
161518,38
165682,17
113023,60
87159,78
96088,54
87656,73
190652,20
224714,58
173663,15
218854,27
131522,43
67010,74
144870,47
132097,38
54408,3
184090,11
119258,52
147609,48
213970,54
173881,15
107332,5
30954,30
131811,36
144570,51
47717,40
64123,43
176441,39
175673,13
187453,26
103601,50
165028,24
33001,21
142373,50
109801,70
75442,0
40887,61
223935,59
177607,37
37539,28
154236,55
136016,16
155934,56
163885,28
200644,39
103605,47
81040,5
64332,57
176780,36
232405,49
66417,39
167288,20
144942,50
38905,28
170624,23
104034,0
